STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,s_adj,Seasonal adjustment,sector,Sector,na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EA20,Euro area – 20 countries (2023-2025),2023-Q2,,-3.2,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EA20,Euro area – 20 countries (2023-2025),2023-Q3,,-3.2,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EA20,Euro area – 20 countries (2023-2025),2023-Q4,,-3.5,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EA20,Euro area – 20 countries (2023-2025),2024-Q1,,-4.0,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EA20,Euro area – 20 countries (2023-2025),2024-Q2,,-3.0,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EA20,Euro area – 20 countries (2023-2025),2024-Q3,,-2.5,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EA20,Euro area – 20 countries (2023-2025),2024-Q4,,-2.8,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EA20,Euro area – 20 countries (2023-2025),2025-Q1,,-3.7,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EA20,Euro area – 20 countries (2023-2025),2025-Q2,,-2.6,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EA20,Euro area – 20 countries (2023-2025),2025-Q3,,-2.9,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EA21,Euro area – 21 countries (from 2026),2023-Q2,,-3.2,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EA21,Euro area – 21 countries (from 2026),2023-Q3,,-3.2,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EA21,Euro area – 21 countries (from 2026),2023-Q4,,-3.5,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EA21,Euro area – 21 countries (from 2026),2024-Q1,,-4.0,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EA21,Euro area – 21 countries (from 2026),2024-Q2,,-3.0,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EA21,Euro area – 21 countries (from 2026),2024-Q3,,-2.5,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EA21,Euro area – 21 countries (from 2026),2024-Q4,,-2.8,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EA21,Euro area – 21 countries (from 2026),2025-Q1,,-3.7,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EA21,Euro area – 21 countries (from 2026),2025-Q2,,-2.6,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EA21,Euro area – 21 countries (from 2026),2025-Q3,,-2.9,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EE,Estonia,2023-Q2,,0.4,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EE,Estonia,2023-Q3,,-1.5,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EE,Estonia,2023-Q4,,-5.6,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EE,Estonia,2024-Q1,,-4.1,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EE,Estonia,2024-Q2,,-1.4,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EE,Estonia,2024-Q3,,0.3,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EE,Estonia,2024-Q4,,-2.0,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EE,Estonia,2025-Q1,,-1.8,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EE,Estonia,2025-Q2,,-0.8,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EE,Estonia,2025-Q3,,0.0,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EL,Greece,2023-Q2,,1.2,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EL,Greece,2023-Q3,,2.3,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EL,Greece,2023-Q4,,-0.4,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EL,Greece,2024-Q1,,-6.7,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EL,Greece,2024-Q2,,4.4,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EL,Greece,2024-Q3,,4.5,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EL,Greece,2024-Q4,,1.5,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EL,Greece,2025-Q1,,-0.9,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EL,Greece,2025-Q2,,3.2,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EL,Greece,2025-Q3,,5.8,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),ES,Spain,2023-Q2,,-8.5,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),ES,Spain,2023-Q3,,2.4,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),ES,Spain,2023-Q4,,-5.9,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),ES,Spain,2024-Q1,,-1.4,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),ES,Spain,2024-Q2,,-6.7,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),ES,Spain,2024-Q3,,2.7,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),ES,Spain,2024-Q4,,-7.1,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),ES,Spain,2025-Q1,,-1.5,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),ES,Spain,2025-Q2,,-6.6,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),ES,Spain,2025-Q3,,3.8,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EU27_2020,European Union - 27 countries (from 2020),2023-Q2,,-2.8,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EU27_2020,European Union - 27 countries (from 2020),2023-Q3,,-3.1,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EU27_2020,European Union - 27 countries (from 2020),2023-Q4,,-3.9,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EU27_2020,European Union - 27 countries (from 2020),2024-Q1,,-3.7,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EU27_2020,European Union - 27 countries (from 2020),2024-Q2,,-2.8,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EU27_2020,European Union - 27 countries (from 2020),2024-Q3,,-2.6,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EU27_2020,European Union - 27 countries (from 2020),2024-Q4,,-3.5,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EU27_2020,European Union - 27 countries (from 2020),2025-Q1,,-3.5,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EU27_2020,European Union - 27 countries (from 2020),2025-Q2,,-2.5,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),EU27_2020,European Union - 27 countries (from 2020),2025-Q3,,-2.9,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),FI,Finland,2023-Q2,,-0.8,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),FI,Finland,2023-Q3,,-5.9,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),FI,Finland,2023-Q4,,-4.0,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),FI,Finland,2024-Q1,,-2.0,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),FI,Finland,2024-Q2,,-2.6,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),FI,Finland,2024-Q3,,-7.6,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),FI,Finland,2024-Q4,,-5.0,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),FI,Finland,2025-Q1,,-1.1,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),FI,Finland,2025-Q2,,-1.3,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),FI,Finland,2025-Q3,,-6.1,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),FR,France,2023-Q2,,-6.2,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),FR,France,2023-Q3,,-6.5,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),FR,France,2023-Q4,,-3.0,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),FR,France,2024-Q1,,-6.2,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),FR,France,2024-Q2,,-6.6,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),FR,France,2024-Q3,,-7.1,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),FR,France,2024-Q4,,-3.4,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),FR,France,2025-Q1,,-6.1,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),FR,France,2025-Q2,,-6.2,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),FR,France,2025-Q3,,-6.6,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),HR,Croatia,2023-Q2,,1.0,,,,,
