STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,s_adj,Seasonal adjustment,sector,Sector,na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),HR,Croatia,2023-Q3,,4.3,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),HR,Croatia,2023-Q4,,-7.9,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),HR,Croatia,2024-Q1,,-1.3,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),HR,Croatia,2024-Q2,,-2.8,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),HR,Croatia,2024-Q3,,2.8,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),HR,Croatia,2024-Q4,,-7.1,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),HR,Croatia,2025-Q1,,-4.2,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),HR,Croatia,2025-Q2,,-4.3,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),HR,Croatia,2025-Q3,,2.0,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),HU,Hungary,2023-Q2,,-3.1,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),HU,Hungary,2023-Q3,,-3.9,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),HU,Hungary,2023-Q4,,-10.0,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),HU,Hungary,2024-Q1,,-6.5,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),HU,Hungary,2024-Q2,,-2.3,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),HU,Hungary,2024-Q3,,-3.8,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),HU,Hungary,2024-Q4,,-7.5,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),HU,Hungary,2025-Q1,,-4.4,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),HU,Hungary,2025-Q2,,2.2,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),HU,Hungary,2025-Q3,,-4.0,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),IE,Ireland,2023-Q2,,1.0,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),IE,Ireland,2023-Q3,,-0.3,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),IE,Ireland,2023-Q4,,4.5,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),IE,Ireland,2024-Q1,,-0.5,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),IE,Ireland,2024-Q2,,2.2,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),IE,Ireland,2024-Q3,,10.8,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),IE,Ireland,2024-Q4,,3.3,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),IE,Ireland,2025-Q1,,0.5,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),IE,Ireland,2025-Q2,,1.5,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),IE,Ireland,2025-Q3,,0.1,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),IS,Iceland,2023-Q2,,-3.3,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),IS,Iceland,2023-Q3,,-0.6,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),IS,Iceland,2023-Q4,,-4.5,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),IS,Iceland,2024-Q1,,-0.6,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),IS,Iceland,2024-Q2,,-5.9,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),IS,Iceland,2024-Q3,,-4.5,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),IS,Iceland,2024-Q4,,-3.6,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),IS,Iceland,2025-Q1,,0.6,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),IS,Iceland,2025-Q2,,-1.8,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),IS,Iceland,2025-Q3,,-1.2,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),IT,Italy,2023-Q2,,-4.9,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),IT,Italy,2023-Q3,,-6.3,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),IT,Italy,2023-Q4,,-6.6,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),IT,Italy,2024-Q1,,-8.1,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),IT,Italy,2024-Q2,,-3.8,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),IT,Italy,2024-Q3,,-2.3,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),IT,Italy,2024-Q4,,0.3,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),IT,Italy,2025-Q1,,-8.1,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),IT,Italy,2025-Q2,,-2.1,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),IT,Italy,2025-Q3,,-3.4,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),LT,Lithuania,2023-Q2,,3.9,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),LT,Lithuania,2023-Q3,,1.0,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),LT,Lithuania,2023-Q4,,-6.1,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),LT,Lithuania,2024-Q1,,-1.0,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),LT,Lithuania,2024-Q2,,2.4,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),LT,Lithuania,2024-Q3,,-0.7,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),LT,Lithuania,2024-Q4,,-5.5,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),LT,Lithuania,2025-Q1,,-1.1,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),LT,Lithuania,2025-Q2,,0.2,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),LT,Lithuania,2025-Q3,,-0.5,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),LU,Luxembourg,2023-Q2,,2.4,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),LU,Luxembourg,2023-Q3,,-0.2,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),LU,Luxembourg,2023-Q4,,-4.3,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),LU,Luxembourg,2024-Q1,,3.0,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),LU,Luxembourg,2024-Q2,,3.9,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),LU,Luxembourg,2024-Q3,,-0.5,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),LU,Luxembourg,2024-Q4,,-2.6,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),LU,Luxembourg,2025-Q1,,1.2,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),LU,Luxembourg,2025-Q2,,0.4,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),LU,Luxembourg,2025-Q3,,-2.6,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),LV,Latvia,2023-Q2,,3.0,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),LV,Latvia,2023-Q3,,-1.7,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),LV,Latvia,2023-Q4,,-9.1,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),LV,Latvia,2024-Q1,,-1.8,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),LV,Latvia,2024-Q2,,4.5,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),LV,Latvia,2024-Q3,,-0.3,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),LV,Latvia,2024-Q4,,-9.0,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),LV,Latvia,2025-Q1,,0.9,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),LV,Latvia,2025-Q2,,2.3,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),LV,Latvia,2025-Q3,,-2.4,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),MT,Malta,2023-Q2,,0.2,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),MT,Malta,2023-Q3,,-1.6,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),MT,Malta,2023-Q4,,-10.8,,,,,
dataflow,ESTAT:GOV_10Q_GGNFA(1.0),Quarterly non-financial accounts for general government,Q,Quarterly,PC_GDP,Percentage of gross domestic product (GDP),NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),S13,General government,B9,Net lending (+)/net borrowing (-),MT,Malta,2024-Q1,,-2.7,,,,,
